Applicant_ID,Applicant_Name,Gender,University,Education_Level,CGPA,Experience_Years,Job_Applied,Company,Skills_Score,Interview_Score,Final_Decision,Selected
950,Elizabeth Young,Male,Georgia Institute of Technology,Bachelors,3.45,0,AI Product Manager,NVIDIA,57,93,Selected,1
951,Owen Campbell,Male,University of Copenhagen,Bachelors,3.76,0,NLP Engineer (Natural Language Processing),NVIDIA,59,53,Rejected,0
952,Ryan Clark,Female,University of Cambridge,Bachelors,2.32,2,AI Ethics & Compliance Officer,NVIDIA,47,52,Selected,1
953,Kyle Reed,Female,Vienna University of Technology,Masters,3.28,2,MLOps Engineer,NVIDIA,48,84,Rejected,0
954,Lucy Hughes,Male,Australian National University,Masters,3.81,4,AI Ethics & Compliance Officer,NVIDIA,93,89,Selected,1
955,Anna White,Female,University of Paris-Saclay,Masters,2.91,3,Computer Vision Engineer,NVIDIA,94,49,Selected,1
956,Brandon King,Male,University of Texas at Austin,Bachelors,3.46,1,Computer Vision Engineer,NVIDIA,73,63,Selected,1
957,Amanda Walker,Female,Aarhus University,Bachelors,2.33,1,NLP Engineer (Natural Language Processing),NVIDIA,79,65,Rejected,0
958,Eric Walker,Male,Yale University,Masters,3.32,0,Computer Vision Engineer,NVIDIA,75,81,Selected,1
959,Zachary Morris,Male,Northwestern University,Masters,2.48,0,MLOps Engineer,NVIDIA,83,47,Selected,1
960,James Anderson,Male,University of Texas at Austin,Masters,2.38,5,Computer Vision Engineer,NVIDIA,68,59,Selected,1
961,Benjamin Scott,Female,Vienna University of Technology,Bachelors,2.8,0,AI Ethics & Compliance Officer,NVIDIA,76,59,Selected,1
962,Sophia Richardson,Female,University of North Carolina at Chapel Hill,Masters,3.96,1,Reinforcement Learning Researcher,NVIDIA,58,82,Rejected,0
963,Eric Walker,Male,University of Amsterdam,Bachelors,2.31,3,Reinforcement Learning Researcher,NVIDIA,78,87,Rejected,0
964,Lucy Hughes,Female,Ludwig Maximilian University of Munich,Bachelors,3.8,5,Deep Learning Specialist,NVIDIA,78,45,Rejected,0
965,Aaron Edwards,Male,Weizmann Institute of Science,Masters,2.79,2,Reinforcement Learning Researcher,NVIDIA,58,76,Rejected,0
966,Olivia Baker,Male,University of Copenhagen,Masters,3.87,5,Computer Vision Engineer,NVIDIA,55,94,Rejected,0
967,Lucas Roberts,Female,University of Cambridge,Masters,3.01,1,AI Ethics & Compliance Officer,NVIDIA,67,68,Selected,1
968,Audrey Long,Female,Pennsylvania State University,Masters,2.4,1,MLOps Engineer,NVIDIA,65,66,Rejected,0
969,Patrick Hill,Female,Leiden University,Masters,2.84,1,MLOps Engineer,NVIDIA,45,65,Selected,1
970,William Taylor,Male,Ohio State University,Masters,3.94,3,Computer Vision Engineer,NVIDIA,86,46,Selected,1
971,Adam Hall,Male,University of North Carolina at Chapel Hill,Bachelors,3.4,1,AI Research Scientist,NVIDIA,94,59,Rejected,0
972,Daniel Wilson,Male,Princeton University,Masters,3.53,1,AI Research Scientist,NVIDIA,58,57,Rejected,0
973,Paul Martin,Male,University of Virginia,Masters,2.54,2,Machine Learning Engineer,NVIDIA,69,84,Rejected,0
974,Jonathan Lopez,Female,University College London,Masters,3.24,5,NLP Engineer (Natural Language Processing),NVIDIA,53,77,Selected,1
975,Abigail Brooks,Female,University of Copenhagen,Masters,2.49,1,Reinforcement Learning Researcher,NVIDIA,53,91,Rejected,0
976,Samantha Green,Female,University of Helsinki,Bachelors,2.34,1,AI Product Manager,NVIDIA,61,47,Rejected,0
977,Caleb Evans,Female,Seoul National University,Bachelors,2.52,1,Reinforcement Learning Researcher,NVIDIA,71,86,Rejected,0
978,Nicole Hall,Male,Princeton University,Masters,2.65,1,Reinforcement Learning Researcher,NVIDIA,70,46,Selected,1
979,Chloe Nelson,Female,University of Southern California,Bachelors,3.18,5,AI Product Manager,NVIDIA,92,51,Rejected,0
980,Ethan Mitchell,Female,Princeton University,Bachelors,2.46,4,AI Product Manager,NVIDIA,52,46,Selected,1
981,Brian Robinson,Male,University of Southern California,Bachelors,3.31,2,AI Product Manager,NVIDIA,54,82,Selected,1
982,Steven Harris,Female,KTH Royal Institute of Technology,Bachelors,4,0,AI Ethics & Compliance Officer,NVIDIA,64,85,Selected,1
983,Anthony Jackson,Male,University of Washington,Masters,2.78,4,NLP Engineer (Natural Language Processing),NVIDIA,91,87,Selected,1
984,Isabella Cox,Male,Ohio State University,Masters,2.67,3,Machine Learning Engineer,NVIDIA,71,54,Selected,1
985,Brandon King,Male,University of Texas at Austin,Masters,2.4,4,Reinforcement Learning Researcher,NVIDIA,52,53,Rejected,0
986,Nicholas Wright,Female,University of Adelaide,Bachelors,2.71,0,AI Product Manager,NVIDIA,78,52,Selected,1
987,Mark White,Male,ETH Zurich,Bachelors,2.93,3,AI Research Scientist,NVIDIA,95,48,Selected,1
988,Aaron Edwards,Female,RWTH Aachen University,Masters,3.18,2,Reinforcement Learning Researcher,NVIDIA,61,90,Selected,1
989,Brian Robinson,Male,University of Maryland,Masters,2.39,4,AI Product Manager,NVIDIA,70,50,Rejected,0
990,Jonathan Lopez,Male,Vienna University of Technology,Bachelors,3.68,0,AI Product Manager,NVIDIA,92,45,Selected,1
991,Steven Harris,Male,Kingâ€™s College London,Masters,2.83,4,AI Research Scientist,NVIDIA,92,52,Selected,1
992,Nora Perry,Female,Ohio State University,Masters,3.73,1,Machine Learning Engineer,NVIDIA,46,47,Selected,1
993,Scott Young,Female,University of Illinois Urbana-Champaign,Bachelors,3.19,2,Computer Vision Engineer,NVIDIA,83,78,Selected,1
994,Scarlett Ross,Male,National University of Singapore,Bachelors,3.44,0,AI Product Manager,NVIDIA,73,71,Rejected,0
995,Dylan Stewart,Female,EPFL,Masters,3.88,1,Machine Learning Engineer,NVIDIA,75,68,Rejected,0
996,Megan Lopez,Female,Carnegie Mellon University,Masters,2.65,5,Reinforcement Learning Researcher,NVIDIA,47,70,Selected,1
997,Mia Howard,Female,Ohio State University,Bachelors,2.91,3,AI Ethics & Compliance Officer,NVIDIA,78,54,Selected,1
998,Sophia Richardson,Male,University of Sydney,Bachelors,3.87,4,Data Architect (AI Infrastructure),NVIDIA,84,66,Rejected,0
999,Henry Phillips,Female,University of St Andrews,Bachelors,2.45,4,Deep Learning Specialist,NVIDIA,69,90,Selected,1
1000,David Johnson,Male,Technical University of Munich,Masters,2.67,3,AI Ethics & Compliance Officer,NVIDIA,85,65,Rejected,0
1001,Megan Lopez,Male,Massachusetts Institute of Technology,Bachelors,2.9,2,Data Architect (AI Infrastructure),NVIDIA,78,76,Selected,1
1002,David Johnson,Female,Seoul National University,Bachelors,3.96,3,AI Product Manager,NVIDIA,52,71,Selected,1
1003,Victoria Scott,Male,University of Vienna,Bachelors,3.25,3,NLP Engineer (Natural Language Processing),NVIDIA,49,51,Rejected,0
1004,Elizabeth Young,Female,Sorbonne University,Masters,2.92,0,NLP Engineer (Natural Language Processing),NVIDIA,56,53,Rejected,0
1005,Ella Ward,Male,University of Wisconsinâ€“Madison,Bachelors,3.45,3,MLOps Engineer,NVIDIA,65,51,Selected,1
1006,Ella Ward,Male,Delft University of Technology,Bachelors,2.51,2,Computer Vision Engineer,NVIDIA,60,71,Rejected,0
1007,Eric Walker,Female,University of California Berkeley,Bachelors,3.87,5,Deep Learning Specialist,NVIDIA,93,75,Selected,1
1008,Jonathan Lopez,Male,University of Warwick,Masters,3.37,5,Machine Learning Engineer,NVIDIA,83,78,Rejected,0
1009,Robert Smith,Male,Columbia University,Masters,2.48,1,AI Product Manager,NVIDIA,84,92,Selected,1
1010,Megan Lopez,Male,Pennsylvania State University,Bachelors,3.96,5,Reinforcement Learning Researcher,NVIDIA,66,67,Selected,1
1011,Mark White,Female,Michigan State University,Masters,3.57,3,AI Research Scientist,NVIDIA,83,67,Selected,1
1012,Victoria Scott,Female,Massachusetts Institute of Technology,Masters,2.49,3,MLOps Engineer,NVIDIA,73,61,Selected,1
1013,Audrey Long,Male,Technical University of Munich,Bachelors,2.87,0,Computer Vision Engineer,NVIDIA,48,69,Selected,1
1014,Stephanie King,Male,Technical University of Munich,Masters,3.62,1,MLOps Engineer,NVIDIA,66,74,Rejected,0
1015,Michelle Lewis,Male,Polytechnic Institute of Paris,Bachelors,2.94,5,Reinforcement Learning Researcher,NVIDIA,78,54,Rejected,0
1016,Michael Brown,Male,University of Helsinki,Masters,2.46,4,Computer Vision Engineer,NVIDIA,73,46,Selected,1
1017,Madison Wood,Male,Technical University of Munich,Masters,3.11,5,Reinforcement Learning Researcher,NVIDIA,76,47,Rejected,0
1018,Lucy Hughes,Female,Cornell University,Bachelors,3.22,1,AI Research Scientist,NVIDIA,86,95,Rejected,0
1019,Daniel Carter,Male,University of New South Wales,Bachelors,3.87,5,Machine Learning Engineer,NVIDIA,95,89,Rejected,0
1020,Ella Ward,Female,University of Adelaide,Masters,3.54,2,Machine Learning Engineer,NVIDIA,47,90,Rejected,0
1021,Anna White,Female,POSTECH,Masters,3.19,3,AI Product Manager,NVIDIA,75,69,Rejected,0
1022,Eric Walker,Female,Kingâ€™s College London,Bachelors,2.56,2,MLOps Engineer,NVIDIA,59,77,Selected,1
1023,Caleb Evans,Female,University of Nottingham,Bachelors,3.69,0,NLP Engineer (Natural Language Processing),NVIDIA,63,58,Rejected,0
1024,Ryan Clark,Female,Ludwig Maximilian University of Munich,Masters,3.9,5,AI Ethics & Compliance Officer,NVIDIA,54,56,Selected,1
1025,Layla Powell,Female,University of Michigan,Masters,3.58,3,AI Ethics & Compliance Officer,NVIDIA,84,87,Selected,1
1026,Justin Allen,Female,University of Sheffield,Masters,2.69,5,Data Architect (AI Infrastructure),NVIDIA,86,84,Selected,1
1027,William Taylor,Female,University of Tokyo,Masters,2.69,3,AI Product Manager,NVIDIA,89,58,Rejected,0
1028,Adam Hall,Female,University of Zurich,Bachelors,2.8,2,NLP Engineer (Natural Language Processing),NVIDIA,81,47,Selected,1
1029,Anthony Jackson,Male,Kyoto University,Bachelors,3.16,0,MLOps Engineer,NVIDIA,63,82,Rejected,0
1030,Lucy Hughes,Male,University of Queensland,Masters,2.53,5,Computer Vision Engineer,NVIDIA,72,59,Selected,1
1031,Justin Allen,Male,University of Oxford,Bachelors,2.56,0,AI Product Manager,NVIDIA,46,63,Selected,1
1032,Elizabeth Young,Male,Vienna University of Technology,Masters,2.48,5,AI Research Scientist,NVIDIA,64,95,Rejected,0
1033,Daniel Carter,Female,University of Copenhagen,Bachelors,2.8,1,MLOps Engineer,NVIDIA,82,66,Selected,1
1034,Christian Collins,Male,University of Florida,Bachelors,3.1,3,Deep Learning Specialist,NVIDIA,91,54,Rejected,0
1035,Jason Lewis,Female,Pontifical Catholic University of Chile,Bachelors,3.66,0,AI Ethics & Compliance Officer,NVIDIA,68,93,Selected,1
1036,Nicole Hall,Female,University of California Los Angeles,Masters,2.9,0,AI Ethics & Compliance Officer,NVIDIA,45,54,Rejected,0
1037,Eric Walker,Female,Massachusetts Institute of Technology,Bachelors,3.65,3,Data Architect (AI Infrastructure),NVIDIA,66,76,Rejected,0
1038,Dylan Stewart,Female,Australian National University,Bachelors,3.27,3,MLOps Engineer,NVIDIA,88,92,Rejected,0
1039,Natalie Hill,Female,Stanford University,Bachelors,3.9,4,Deep Learning Specialist,NVIDIA,94,51,Selected,1
1040,Samantha Green,Female,University of Michigan,Bachelors,3.87,3,MLOps Engineer,NVIDIA,95,81,Selected,1
1041,Benjamin Scott,Female,University of North Carolina at Chapel Hill,Masters,2.63,4,AI Ethics & Compliance Officer,NVIDIA,79,54,Rejected,0
1042,Scott Young,Male,Imperial College London,Bachelors,3.03,3,AI Product Manager,NVIDIA,76,85,Selected,1
1043,Claire Patterson,Male,Pennsylvania State University,Masters,3.26,3,AI Product Manager,NVIDIA,92,65,Selected,1
1044,Michael Brown,Male,University of Sheffield,Bachelors,3.99,5,MLOps Engineer,NVIDIA,62,59,Selected,1
1045,Lucas Roberts,Female,University of Chicago,Masters,2.96,2,Computer Vision Engineer,NVIDIA,91,60,Selected,1
1046,Isabella Cox,Female,Weizmann Institute of Science,Bachelors,3.74,3,Data Architect (AI Infrastructure),NVIDIA,48,56,Rejected,0
1047,Zoey Coleman,Male,Eindhoven University of Technology,Bachelors,2.73,2,AI Product Manager,NVIDIA,78,86,Rejected,0
1048,Madison Wood,Female,EPFL,Bachelors,2.38,5,MLOps Engineer,NVIDIA,48,65,Rejected,0
1049,Lucas Roberts,Female,London School of Economics,Bachelors,3.3,4,MLOps Engineer,NVIDIA,49,80,Rejected,0
1050,David Johnson,Male,University of Virginia,Masters,2.99,4,Computer Vision Engineer,NVIDIA,60,71,Rejected,0
1051,Andrew Thompson,Female,ETH Zurich,Masters,2.83,2,Reinforcement Learning Researcher,NVIDIA,61,51,Selected,1
1052,Elizabeth Young,Female,Technical University of Munich,Bachelors,3.07,2,Machine Learning Engineer,NVIDIA,49,68,Selected,1
1053,Elizabeth Young,Female,Pontifical Catholic University of Chile,Bachelors,3.15,2,Computer Vision Engineer,NVIDIA,51,53,Rejected,0
1054,Steven Harris,Female,Ludwig Maximilian University of Munich,Bachelors,2.57,5,Data Architect (AI Infrastructure),NVIDIA,71,90,Selected,1
1055,Amanda Walker,Female,University of Southern California,Masters,3.17,2,AI Ethics & Compliance Officer,NVIDIA,86,76,Rejected,0
1056,Nicholas Wright,Female,University of the Witwatersrand,Bachelors,3.83,2,AI Research Scientist,NVIDIA,50,67,Rejected,0
1057,Nicholas Wright,Male,Northwestern University,Bachelors,3.61,3,NLP Engineer (Natural Language Processing),NVIDIA,52,84,Selected,1
1058,Caleb Evans,Male,Georgia Institute of Technology,Masters,3.88,5,Data Architect (AI Infrastructure),NVIDIA,95,62,Selected,1
1059,Amanda Walker,Female,University of Minnesota,Bachelors,2.97,1,Reinforcement Learning Researcher,NVIDIA,57,93,Rejected,0
1060,Emily Bennett,Male,University of Hong Kong,Bachelors,3.15,3,AI Ethics & Compliance Officer,NVIDIA,61,76,Selected,1
1061,Lucy Hughes,Female,University of Washington,Masters,3.79,3,AI Research Scientist,NVIDIA,49,52,Selected,1
1062,Andrew Thompson,Female,University of Colorado Boulder,Masters,2.65,4,Machine Learning Engineer,NVIDIA,82,50,Selected,1
1063,Isaac Parker,Male,University of Wisconsinâ€“Madison,Bachelors,3.29,0,Reinforcement Learning Researcher,NVIDIA,46,59,Rejected,0
1064,Abigail Brooks,Male,Arizona State University,Bachelors,2.5,2,Computer Vision Engineer,NVIDIA,58,84,Selected,1
1065,Scott Young,Female,Technical University of Munich,Masters,2.95,2,Data Architect (AI Infrastructure),NVIDIA,93,46,Selected,1
1066,Christopher Moore,Male,Columbia University,Bachelors,3.76,3,Computer Vision Engineer,NVIDIA,93,61,Selected,1
1067,Mark White,Male,Stanford University,Masters,2.5,1,AI Product Manager,NVIDIA,77,65,Selected,1
1068,Nathan Sanchez,Male,Aalto University,Masters,3.84,0,Deep Learning Specialist,NVIDIA,66,72,Selected,1
1069,Justin Allen,Female,Purdue University,Bachelors,2.73,2,NLP Engineer (Natural Language Processing),NVIDIA,77,53,Rejected,0
1070,Michelle Lewis,Male,Ludwig Maximilian University of Munich,Masters,3.04,4,Deep Learning Specialist,NVIDIA,51,92,Selected,1
1071,Ryan Clark,Male,Pennsylvania State University,Masters,3.37,2,MLOps Engineer,NVIDIA,63,49,Selected,1
1072,Joshua Garcia,Female,Johns Hopkins University,Bachelors,3.25,5,MLOps Engineer,NVIDIA,51,69,Selected,1
1073,Grace Cooper,Male,University of Sydney,Masters,2.63,3,MLOps Engineer,NVIDIA,51,70,Selected,1
1074,Jacob Turner,Female,University of Amsterdam,Masters,3.55,0,Machine Learning Engineer,NVIDIA,72,46,Selected,1
1075,Eric Walker,Female,University of St Andrews,Bachelors,3.47,4,AI Research Scientist,NVIDIA,86,86,Rejected,0
1076,Scarlett Ross,Female,Australian National University,Masters,3.77,3,AI Product Manager,NVIDIA,50,64,Rejected,0
1077,Amanda Walker,Male,Yale University,Bachelors,3.9,1,Machine Learning Engineer,NVIDIA,64,91,Selected,1
1078,David Johnson,Female,Kingâ€™s College London,Bachelors,2.5,3,Reinforcement Learning Researcher,NVIDIA,86,67,Selected,1
1079,James Anderson,Male,University of Texas at Austin,Masters,3.98,1,Data Architect (AI Infrastructure),NVIDIA,83,50,Selected,1
1080,Jennifer Clark,Female,Technical University of Munich,Masters,2.58,5,AI Research Scientist,NVIDIA,87,87,Rejected,0
1081,Layla Powell,Female,Columbia University,Bachelors,3,4,Data Architect (AI Infrastructure),NVIDIA,53,68,Selected,1
1082,Andrew Thompson,Male,University of Wisconsinâ€“Madison,Bachelors,2.87,1,Reinforcement Learning Researcher,NVIDIA,47,58,Selected,1
1083,Scarlett Ross,Male,University of Minnesota,Masters,3.35,3,Machine Learning Engineer,NVIDIA,56,84,Selected,1
1084,Scarlett Ross,Female,New York University,Masters,3.19,3,Data Architect (AI Infrastructure),NVIDIA,72,45,Rejected,0
1085,Elizabeth Young,Male,University College London,Bachelors,3.02,2,AI Ethics & Compliance Officer,NVIDIA,70,93,Selected,1
1086,Stephanie King,Male,Peking University,Bachelors,4,5,Data Architect (AI Infrastructure),NVIDIA,78,77,Selected,1
1087,Rachel Harris,Female,New York University,Bachelors,3.83,4,Reinforcement Learning Researcher,NVIDIA,48,84,Selected,1
1088,Megan Lopez,Female,Pennsylvania State University,Bachelors,2.5,1,Data Architect (AI Infrastructure),NVIDIA,66,49,Selected,1
1089,Abigail Brooks,Female,KTH Royal Institute of Technology,Bachelors,2.55,4,AI Research Scientist,NVIDIA,84,90,Selected,1
1090,Lucas Roberts,Male,Arizona State University,Bachelors,2.84,5,AI Product Manager,NVIDIA,93,82,Selected,1
1091,Elizabeth Young,Male,Columbia University,Masters,3.55,2,Data Architect (AI Infrastructure),NVIDIA,54,62,Selected,1
1092,Benjamin Scott,Female,University of Otago,Bachelors,2.75,1,Computer Vision Engineer,NVIDIA,71,53,Rejected,0
1093,Penelope Jenkins,Male,University of Vienna,Masters,2.38,2,Machine Learning Engineer,NVIDIA,81,84,Rejected,0
1094,Jason Lewis,Female,University of New South Wales,Masters,3.24,5,Data Architect (AI Infrastructure),NVIDIA,67,53,Selected,1
1095,Olivia Baker,Female,University of Texas at Austin,Masters,3.94,4,Reinforcement Learning Researcher,NVIDIA,70,67,Rejected,0
1096,David Johnson,Female,University of Queensland,Masters,2.73,4,MLOps Engineer,NVIDIA,83,87,Selected,1
1097,Michael Brown,Female,University of Helsinki,Masters,3.05,1,Computer Vision Engineer,NVIDIA,90,81,Selected,1
1098,Emily Bennett,Male,University of California Berkeley,Bachelors,2.44,0,AI Product Manager,NVIDIA,45,59,Selected,1
1099,Ethan Mitchell,Male,University of Geneva,Masters,3.8,4,Computer Vision Engineer,NVIDIA,93,94,Selected,1
1100,Jacob Turner,Female,University of Zurich,Bachelors,2.9,0,Computer Vision Engineer,NVIDIA,77,90,Selected,1
1101,Samantha Green,Male,Fudan University,Bachelors,2.38,5,Computer Vision Engineer,NVIDIA,69,75,Rejected,0
1102,Nicholas Wright,Female,University of California Berkeley,Bachelors,3.84,5,AI Ethics & Compliance Officer,NVIDIA,51,80,Rejected,0
1103,Chloe Nelson,Female,University of Michigan,Masters,2.64,4,AI Product Manager,NVIDIA,83,87,Selected,1
1104,Nora Perry,Female,RWTH Aachen University,Masters,2.57,0,AI Ethics & Compliance Officer,NVIDIA,66,87,Rejected,0
1105,Austin Morgan,Female,University of Cambridge,Masters,2.42,3,MLOps Engineer,NVIDIA,76,56,Selected,1
1106,Owen Campbell,Female,Leiden University,Masters,2.88,3,Machine Learning Engineer,NVIDIA,56,61,Rejected,0
1107,Jordan Bell,Male,Technical University of Munich,Masters,3.57,3,AI Product Manager,NVIDIA,74,64,Rejected,0
1108,Anna White,Female,University of Washington,Masters,2.39,2,Data Architect (AI Infrastructure),NVIDIA,54,54,Selected,1
1109,Jacob Turner,Male,University of Leeds,Bachelors,3.43,0,Deep Learning Specialist,NVIDIA,85,93,Selected,1
1110,Steven Harris,Female,Harvard University,Masters,3.56,0,Data Architect (AI Infrastructure),NVIDIA,67,51,Selected,1
1111,Victoria Scott,Male,Kyoto University,Masters,3.62,3,MLOps Engineer,NVIDIA,75,62,Selected,1
1112,Joshua Garcia,Male,Polytechnic Institute of Paris,Masters,2.47,5,AI Ethics & Compliance Officer,NVIDIA,86,53,Rejected,0
1113,Daniel Carter,Female,Aalto University,Masters,3.2,1,AI Product Manager,NVIDIA,67,88,Rejected,0
1114,Hannah Adams,Male,Heidelberg University,Masters,2.87,4,Data Architect (AI Infrastructure),NVIDIA,74,77,Selected,1
1115,Jonathan Lopez,Male,Sorbonne University,Bachelors,2.92,1,AI Product Manager,NVIDIA,55,81,Selected,1
1116,Penelope Jenkins,Male,University of Hong Kong,Masters,2.53,3,NLP Engineer (Natural Language Processing),NVIDIA,50,86,Rejected,0
1117,Kevin Martinez,Male,University of California Los Angeles,Masters,2.84,2,Machine Learning Engineer,NVIDIA,77,94,Rejected,0
1118,Hannah Adams,Male,Tel Aviv University,Masters,3.45,4,Data Architect (AI Infrastructure),NVIDIA,83,77,Selected,1
1119,Scarlett Ross,Female,Pontifical Catholic University of Chile,Masters,2.34,4,MLOps Engineer,NVIDIA,70,61,Selected,1
1120,Aaron Edwards,Female,Weizmann Institute of Science,Masters,2.5,0,AI Research Scientist,NVIDIA,45,73,Rejected,0
1121,Christian Collins,Male,University of Helsinki,Bachelors,3.12,5,Deep Learning Specialist,NVIDIA,93,48,Rejected,0
1122,Henry Phillips,Female,University of Birmingham,Bachelors,3.97,1,Machine Learning Engineer,NVIDIA,50,63,Rejected,0
1123,Robert Smith,Male,Delft University of Technology,Masters,2.77,5,AI Product Manager,NVIDIA,92,75,Rejected,0
1124,Stephanie King,Female,University of Michigan,Masters,2.48,4,Computer Vision Engineer,NVIDIA,50,79,Selected,1
1125,Ethan Mitchell,Female,Delft University of Technology,Masters,3.72,1,Reinforcement Learning Researcher,NVIDIA,86,46,Selected,1
1126,Brandon King,Male,Stanford University,Bachelors,3.69,4,Deep Learning Specialist,NVIDIA,72,66,Selected,1
1127,Brandon King,Female,University of Paris-Saclay,Bachelors,2.49,5,AI Research Scientist,NVIDIA,47,92,Selected,1
1128,Andrew Thompson,Male,RWTH Aachen University,Masters,3,2,NLP Engineer (Natural Language Processing),NVIDIA,95,73,Selected,1
1129,Owen Campbell,Male,Ohio State University,Bachelors,2.51,5,AI Research Scientist,NVIDIA,82,73,Selected,1
1130,Anna White,Female,University of Florida,Bachelors,2.38,3,Reinforcement Learning Researcher,NVIDIA,82,85,Selected,1
1131,Victoria Henderson,Male,University of Copenhagen,Masters,3.26,2,MLOps Engineer,NVIDIA,74,90,Rejected,0
1132,Grace Cooper,Female,Yale University,Bachelors,3.63,5,Data Architect (AI Infrastructure),NVIDIA,93,90,Rejected,0
1133,Benjamin Scott,Male,University of Bristol,Masters,3.65,3,NLP Engineer (Natural Language Processing),NVIDIA,95,63,Selected,1
1134,Sarah Thompson,Female,University of Sydney,Masters,3.88,2,Computer Vision Engineer,NVIDIA,77,71,Selected,1
1135,Austin Morgan,Male,University of British Columbia,Masters,3.43,4,MLOps Engineer,NVIDIA,78,92,Rejected,0
1136,Brandon King,Female,RWTH Aachen University,Bachelors,3.87,4,MLOps Engineer,NVIDIA,71,93,Selected,1
1137,Brian Robinson,Female,University of Paris-Saclay,Masters,2.56,0,Deep Learning Specialist,NVIDIA,77,71,Rejected,0
1138,Victoria Scott,Female,University of California Berkeley,Masters,2.36,5,Reinforcement Learning Researcher,NVIDIA,92,66,Selected,1
1139,Nicholas Wright,Male,Osaka University,Masters,3.56,2,Data Architect (AI Infrastructure),NVIDIA,81,89,Rejected,0
1140,Dylan Stewart,Male,University of Auckland,Bachelors,2.32,0,Reinforcement Learning Researcher,NVIDIA,94,74,Rejected,0
1141,Kyle Reed,Female,University of Southern California,Masters,3.52,1,MLOps Engineer,NVIDIA,47,91,Rejected,0
1142,Victoria Henderson,Male,University of Buenos Aires,Masters,3.2,4,AI Ethics & Compliance Officer,NVIDIA,68,94,Selected,1
1143,Mia Howard,Male,University of Zurich,Bachelors,3.14,1,Deep Learning Specialist,NVIDIA,82,59,Selected,1
1144,Daniel Wilson,Male,University of Edinburgh,Bachelors,3.79,4,AI Product Manager,NVIDIA,62,83,Rejected,0
1145,Scott Young,Female,University of Copenhagen,Bachelors,2.82,1,NLP Engineer (Natural Language Processing),NVIDIA,80,56,Rejected,0
1146,Hannah Adams,Male,University of Nottingham,Bachelors,2.99,3,AI Product Manager,NVIDIA,93,63,Rejected,0
1147,David Johnson,Male,Technical University of Munich,Masters,2.81,1,NLP Engineer (Natural Language Processing),NVIDIA,94,87,Selected,1
1148,Isabella Cox,Male,Polytechnic Institute of Paris,Masters,3.34,3,AI Research Scientist,NVIDIA,69,51,Rejected,0
1149,Nathan Sanchez,Female,Technical University of Munich,Bachelors,2.89,2,NLP Engineer (Natural Language Processing),NVIDIA,57,79,Selected,1
1150,Ethan Mitchell,Female,University of Chicago,Masters,3.49,3,Data Architect (AI Infrastructure),NVIDIA,72,84,Selected,1
1151,Jacob Turner,Female,University of Amsterdam,Masters,2.33,4,NLP Engineer (Natural Language Processing),NVIDIA,65,68,Rejected,0
1152,Alexander Adams,Male,Pennsylvania State University,Bachelors,3,1,Computer Vision Engineer,NVIDIA,89,62,Rejected,0
1153,Robert Smith,Male,Chinese University of Hong Kong,Masters,3.57,3,Machine Learning Engineer,NVIDIA,78,68,Selected,1
1154,Grace Cooper,Female,Pennsylvania State University,Masters,3.62,0,NLP Engineer (Natural Language Processing),NVIDIA,56,87,Rejected,0
1155,James Anderson,Female,Pennsylvania State University,Masters,2.84,3,Computer Vision Engineer,NVIDIA,74,68,Selected,1
1156,Eric Walker,Female,Johns Hopkins University,Bachelors,3.01,1,Computer Vision Engineer,NVIDIA,86,54,Selected,1
1157,Sophia Richardson,Female,Georgia Institute of Technology,Masters,3.62,5,MLOps Engineer,NVIDIA,46,56,Rejected,0
1158,Christopher Moore,Male,National University of Singapore,Masters,2.59,1,Deep Learning Specialist,NVIDIA,85,58,Selected,1
1159,Andrew Thompson,Male,University of Paris-Saclay,Masters,3.15,2,Deep Learning Specialist,NVIDIA,77,79,Rejected,0
1160,Nathan Sanchez,Female,University of Bristol,Bachelors,3.64,0,Reinforcement Learning Researcher,NVIDIA,66,71,Rejected,0
1161,Anthony Jackson,Female,University of Hong Kong,Bachelors,3.08,3,AI Product Manager,NVIDIA,86,91,Selected,1
1162,Kevin Martinez,Female,Princeton University,Masters,3.46,1,Reinforcement Learning Researcher,NVIDIA,51,79,Selected,1
1163,Noah Perez,Male,University College London,Bachelors,3.85,4,AI Product Manager,NVIDIA,63,65,Selected,1
1164,Adam Hall,Female,University of Florida,Bachelors,3.71,5,MLOps Engineer,NVIDIA,80,64,Selected,1
1165,Mia Howard,Female,University of Southern California,Masters,3.95,1,Reinforcement Learning Researcher,NVIDIA,67,68,Selected,1
1166,Mia Howard,Female,University of Toronto,Bachelors,3.53,2,Reinforcement Learning Researcher,NVIDIA,57,88,Rejected,0
1167,Sarah Thompson,Female,University of Illinois Urbana-Champaign,Bachelors,3.99,1,Machine Learning Engineer,NVIDIA,71,48,Selected,1
1168,Victoria Scott,Female,Peking University,Masters,3.64,2,Data Architect (AI Infrastructure),NVIDIA,86,70,Rejected,0
1169,David Johnson,Female,KTH Royal Institute of Technology,Bachelors,2.81,0,AI Product Manager,NVIDIA,57,73,Rejected,0
1170,Joshua Garcia,Male,University of California San Diego,Masters,3.55,2,Reinforcement Learning Researcher,NVIDIA,48,86,Selected,1
1171,Nicole Hall,Female,University of Wisconsinâ€“Madison,Bachelors,2.68,0,Machine Learning Engineer,NVIDIA,72,75,Rejected,0
